"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4429",6.45945695970696,0.812568047337278,29.4150410198891,8.01906768321729e-14,9.32957572292859e-10,21.6188189795111
"27790",7.01804761904762,-0.0466153846153849,28.651778156929,1.14527888014997e-13,9.32957572292859e-10,21.3166051272888
"5332",7.38115934065934,0.669798816568047,28.3000903405977,1.35388726826998e-13,9.32957572292859e-10,21.1736097870702
"18830",7.33488461538462,-0.0373994082840242,28.2540292716903,1.38409239149787e-13,9.32957572292859e-10,21.1547021041198
"27830",7.40997710622711,-0.130224852071007,27.8497316571379,1.68240408056604e-13,9.32957572292859e-10,20.9869272265144
"18790",7.24708882783883,0.052458579881656,27.7520608564004,1.76435736529176e-13,9.32957572292859e-10,20.9459015577168
"31427",6.36807875457875,0.259047337278106,27.6748127030701,1.83220261644316e-13,9.32957572292859e-10,20.9133162297206
"9786",6.85814835164835,0.543612426035503,26.0222333639854,4.21258921429431e-13,1.76834338814821e-09,20.1857934971193
"9826",6.76384065934066,0.60712426035503,25.771350103143,4.80139903289876e-13,1.76834338814821e-09,20.070030766133
"14326",7.02421886446887,0.247029585798817,25.5645731324835,5.35302168598327e-13,1.76834338814821e-09,19.9735143503666
"16090",7.10246336996337,-0.173198224852071,25.4690143391626,5.63054464887442e-13,1.76834338814821e-09,19.9285689679089
"31387",6.63063461538462,0.123369822485207,25.3640171854707,5.9533499769326e-13,1.76834338814821e-09,19.8789327939283
"23332",7.04494139194139,-0.32234023668639,24.3530004089319,1.0302445726295e-12,2.82477211898507e-09,19.3871138330652
"25992",7.03362912087912,-0.330704142011834,23.6816327729745,1.50104887593522e-12,3.61970110871316e-09,19.0460201591862
"39487",8.07275183150183,-0.832257396449704,23.6557789870889,1.52327226547799e-12,3.61970110871316e-09,19.0326437215356
"25090",7.33333882783883,-0.153387573964497,23.3673823847289,1.79651574947623e-12,4.00218796089568e-09,18.8821880561369
"1689",6.91359523809524,0.966538461538461,22.9815085763426,2.2471604690318e-12,4.26624019198875e-09,18.6772476779195
"38627",5.14658424908425,0.32015976331361,22.9682883832179,2.26460149191958e-12,4.26624019198875e-09,18.670151416373
"35027",6.93529029304029,-0.714701183431953,22.9370843612733,2.30634557901317e-12,4.26624019198875e-09,18.6533819952054
"14286",6.94036263736264,0.350881656804734,22.8736238902452,2.39380551677071e-12,4.26624019198875e-09,18.6191910858888
"32327",7.18308058608059,-1.01286390532544,22.4101716136769,3.15100134624876e-12,5.34829961836622e-09,18.3659284763961
"5292",7.68291208791209,0.759316568047337,22.1741337503974,3.63198092480342e-12,5.88446945834968e-09,18.234481808481
"1729",7.25946794871795,1.10040828402367,21.9910516150408,4.0590822936439e-12,6.1210369567933e-09,18.1313561570268
"19727",8.02921794871795,-0.423130177514793,21.9660548932588,4.12144784432273e-12,6.1210369567933e-09,18.1171959262817
"3531",7.00692307692308,0.440426035502959,21.686494258794,4.89327405712469e-12,6.9766344196861e-09,17.9574996860167
"34126",8.61825732600733,-1.2971449704142,21.5016964356349,5.48757376038744e-12,7.47553977757247e-09,17.8505779934404
"17897",5.84803846153846,-0.414597633136095,21.4513240743607,5.66265217131795e-12,7.47553977757247e-09,17.821243156368
"43127",5.74607142857143,-0.209576923076923,21.3476303946222,6.04217109718728e-12,7.69168380671941e-09,17.7605975219138
"17892",7.45851556776557,-0.473514792899408,21.0968215776435,7.07742044115398e-12,8.42316195962247e-09,17.6124559531543
"33228",6.83435531135531,-0.534165680473373,21.0692275841176,7.20241947588364e-12,8.42316195962247e-09,17.5960303819158
"792",7.66970695970696,0.680606508875738,21.0252706953537,7.40644818029206e-12,8.42316195962247e-09,17.5698121864389
"17932",7.09698717948718,-0.361505917159763,20.9926127573488,7.56203520109749e-12,8.42316195962247e-09,17.5502914218974
"7088",7.6973315018315,-0.707434911242603,20.5985534259586,9.7417693014492e-12,1.00314704588219e-08,17.3118991508204
"25130",7.21720970695971,-0.11610650887574,20.5945415094514,9.76715099393365e-12,1.00314704588219e-08,17.3094446935529
"15187",8.12901923076923,-0.236068047337278,20.5814879640113,9.85022629499399e-12,1.00314704588219e-08,17.3014547790383
